urlid,URL,Label, Source IP, Source Port, Destination IP, Destination Port, Timestamp,Results
10.42.0.151-10.42.0.1-25623-53-17,boards.ancestry.com/thread.aspx?mv=flat&m=16675&p=localities.northam.usa.states.texas.unknown,no cyber attack,10.42.0.151,48166,172.217.11.10,443,2022-08-01T11:10:51,0
10.42.0.42-52.84.1.164-49198-443-6,boards.ancestry.com/thread.aspx?mv=flat&m=169&p=surnames.bertrand,no cyber attack,172.217.10.78,443,10.42.0.151,59575,2022-08-01T02:00:23,0
174.35.73.107-10.42.0.211-80-53246-6,boards.ancestry.com/thread.aspx?mv=flat&m=1761&p=localities.northam.usa.states.maine.counties.aroostook,no cyber attack,172.217.6.238,443,10.42.0.42,49821,2022-08-01T01:01:58,0
10.42.0.151-10.42.0.1-22534-53-17,boards.ancestry.com/thread.aspx?mv=flat&m=179&p=surnames.riel,no cyber attack,10.42.0.211,51258,151.101.1.140,80,2022-08-01T00:57:15,0
10.42.0.1-10.42.0.42-53-33517-17,boards.ancestry.com/thread.aspx?mv=flat&m=197&p=localities.northam.usa.states.california.counties.santacruz,no cyber attack,10.42.0.151,55715,172.217.10.131,443,2022-07-31T23:10:32,0
10.42.0.42-123.125.29.220-48919-80-6,boards.ancestry.com/thread.aspx?mv=flat&m=2165&p=localities.northam.usa.states.indiana.counties.marion,no cyber attack,10.42.0.151,48940,216.58.217.163,443,2022-07-31T21:33:10,0
203.205.158.35-10.42.0.211-80-35236-6,boards.ancestry.com/thread.aspx?mv=flat&m=22&p=surnames.paulhus,no cyber attack,10.42.0.42,51974,172.217.12.173,443,2022-07-31T20:31:06,0
10.42.0.211-64.71.142.125-58607-443-6,boards.ancestry.com/thread.aspx?mv=flat&m=2239&p=localities.northam.usa.states.indiana.counties.marion,no cyber attack,10.42.0.151,46171,172.217.10.234,443,2022-07-31T20:09:00,0
10.42.0.211-103.7.30.118-39138-80-6,boards.ancestry.com/thread.aspx?mv=flat&m=224&p=surnames.payette,no cyber attack,10.42.0.211,50624,180.149.136.194,80,2022-07-31T19:57:26,0
182.22.120.231-10.42.0.151-443-52144-6,boards.ancestry.com/thread.aspx?mv=flat&m=23&p=localities.weurope.france.ile-de-france,no cyber attack,10.42.0.211,52988,123.125.46.112,80,2022-07-31T19:12:01,0
222.73.28.96-10.42.0.211-80-56951-6,boards.ancestry.com/thread.aspx?mv=flat&m=231&p=topics.ethnic.natam.nations.metis.metisgen,no cyber attack,10.42.0.151,39670,10.42.0.1,53,2022-07-31T18:55:38,0
172.217.12.174-10.42.0.151-443-43434-6,boards.ancestry.com/thread.aspx?mv=flat&m=236&p=surnames.cyr,no cyber attack,10.42.0.211,52802,64.71.142.95,443,2022-07-31T18:00:47,0
10.42.0.211-123.125.29.220-53695-80-6,boards.ancestry.com/thread.aspx?mv=flat&m=2500&p=surnames.brock,no cyber attack,10.42.0.211,58944,104.192.110.245,80,2022-07-31T16:02:15,0
172.217.9.237-10.42.0.151-443-38299-6,boards.ancestry.com/thread.aspx?mv=flat&m=254&p=surnames.audet,no cyber attack,104.193.88.109,80,10.42.0.42,41644,2022-07-31T14:17:24,0
10.42.0.211-10.42.0.1-2724-53-17,boards.ancestry.com/thread.aspx?mv=flat&m=27&p=surnames.lapierre,no cyber attack,10.42.0.211,5963,10.42.0.1,53,2022-07-31T13:32:55,0
10.42.0.1-10.42.0.42-53-31655-17,boards.ancestry.com/thread.aspx?mv=flat&m=289&p=surnames.noel,no cyber attack,140.205.230.8,80,10.42.0.211,39642,2022-07-31T12:57:21,0
205.204.101.47-10.42.0.211-443-49773-6,boards.ancestry.com/thread.aspx?mv=flat&m=314&p=localities.northam.usa.states.newmexico.counties.rioarriba,no cyber attack,10.42.0.211,49573,31.13.71.52,443,2022-07-31T03:32:40,0
10.42.0.211-10.42.0.1-14267-53-17,boards.ancestry.com/thread.aspx?mv=flat&m=32&p=surnames.crittenden,no cyber attack,172.217.12.206,443,10.42.0.151,48701,2022-07-31T03:00:45,0
205.204.101.47-10.42.0.211-443-49774-6,boards.ancestry.com/thread.aspx?mv=flat&m=330&p=surnames.blaisdell,no cyber attack,172.217.10.3,443,10.42.0.151,37455,2022-07-31T01:26:46,0
180.149.134.221-10.42.0.211-80-45963-6,boards.ancestry.com/thread.aspx?mv=flat&m=35&p=topics.salem-20-witch-20-trials,no cyber attack,10.42.0.211,49212,10.42.0.1,53,2022-07-31T00:40:32,0
157.240.18.36-10.42.0.211-443-54981-6,boards.ancestry.com/thread.aspx?mv=flat&m=4064&p=surnames.jenkins,no cyber attack,10.42.0.211,53674,203.90.242.126,443,2022-07-30T23:00:07,0
216.58.217.99-10.42.0.42-443-60673-6,boards.ancestry.com/thread.aspx?mv=flat&m=41&p=surnames.philyaw,no cyber attack,10.42.0.211,56028,123.125.29.220,80,2022-07-30T22:31:28,0
10.42.0.151-121.12.98.63-48536-80-6,boards.ancestry.com/thread.aspx?mv=flat&m=428&p=surnames.belanger,no cyber attack,209.10.120.26,80,10.42.0.211,42920,2022-07-30T22:28:22,0
10.42.0.211-104.192.110.245-59867-443-6,boards.ancestry.com/thread.aspx?mv=flat&m=45&p=surnames.vielma,no cyber attack,10.42.0.211,53574,216.58.219.238,443,2022-07-30T22:24:40,0
10.42.0.211-10.42.0.1-54355-53-17,boards.ancestry.com/thread.aspx?mv=flat&m=452&p=surnames.carr,no cyber attack,10.42.0.211,41447,54.225.144.48,443,2022-07-30T22:18:58,0
183.79.250.123-10.42.0.211-443-35982-6,boards.ancestry.com/thread.aspx?mv=flat&m=461&p=topics.ethnic.natam.nations.metis.metisgen,no cyber attack,10.42.0.151,56386,203.205.147.229,80,2022-07-30T22:12:36,0
10.42.0.211-23.206.166.62-59019-80-6,boards.ancestry.com/thread.aspx?mv=flat&m=487&p=surnames.beauchamp,no cyber attack,10.42.0.42,57704,216.58.219.202,443,2022-07-30T22:04:14,0
10.42.0.151-10.42.0.1-6854-53-17,boards.ancestry.com/thread.aspx?mv=flat&m=4979&p=localities.northam.usa.states.illinois.counties.cook,no cyber attack,10.42.0.211,42088,208.80.154.224,443,2022-07-30T21:55:48,0
10.42.0.211-10.42.0.1-32148-53-17,boards.ancestry.com/thread.aspx?mv=flat&m=53&p=surnames.caisse,no cyber attack,10.42.0.211,49993,203.205.179.170,80,2022-07-30T21:51:25,0
10.42.0.1-10.42.0.42-53-5845-17,boards.ancestry.com/thread.aspx?mv=flat&m=53&p=surnames.desmarais,no cyber attack,10.42.0.151,11590,10.42.0.1,53,2022-07-30T20:34:33,0
180.149.136.194-10.42.0.211-443-40289-6,boards.ancestry.com/thread.aspx?mv=flat&m=571&p=localities.northam.usa.states.georgia.counties.gwinnett,no cyber attack,10.42.0.211,45642,106.11.129.143,80,2022-07-30T20:26:57,0
183.79.250.123-10.42.0.211-443-33945-6,boards.ancestry.com/thread.aspx?mv=flat&m=59&p=surnames.beaudin,no cyber attack,10.42.0.211,38696,180.76.148.209,80,2022-07-30T20:23:42,0
10.42.0.42-13.32.250.46-44893-443-6,boards.ancestry.com/thread.aspx?mv=flat&m=6&p=surnames.drach,no cyber attack,10.42.0.211,8576,10.42.0.1,53,2022-07-30T20:20:02,0
172.217.12.174-10.42.0.151-443-53670-6,boards.ancestry.com/thread.aspx?mv=flat&m=611&p=localities.northam.canada.novascotia.yarmouth,no cyber attack,10.42.0.211,38636,104.192.110.245,443,2022-07-30T20:17:00,0
169.45.248.170-10.42.0.211-443-49132-6,boards.ancestry.com/thread.aspx?mv=flat&m=6462&p=localities.eeurope.slovenia.general,no cyber attack,10.42.0.42,38511,172.217.10.99,443,2022-07-30T20:13:10,0
172.217.10.110-10.42.0.151-443-34084-6,boards.ancestry.com/thread.aspx?mv=flat&m=6539&p=surnames.baker,no cyber attack,10.42.0.151,55315,216.58.219.238,443,2022-07-30T20:11:16,0
183.79.250.251-10.42.0.151-443-36768-6,boards.ancestry.com/thread.aspx?mv=flat&m=666&p=surnames.gauthier,no cyber attack,209.10.120.26,80,10.42.0.211,35497,2022-07-30T20:09:32,0
10.42.0.211-10.42.0.1-48052-53-17,boards.ancestry.com/thread.aspx?mv=flat&m=7000&p=localities.northam.usa.states.minnesota.unknown,no cyber attack,10.42.0.211,46862,120.27.153.169,80,2022-07-30T20:07:07,0
10.42.0.211-69.147.82.60-54706-443-6,boards.ancestry.com/thread.aspx?mv=flat&m=728&p=surnames.arsenault,no cyber attack,10.42.0.151,5353,224.0.0.251,5353,2022-07-30T20:01:32,0
151.101.21.140-10.42.0.211-443-56712-6,boards.ancestry.com/thread.aspx?mv=flat&m=74&p=surnames.lafreniere,no cyber attack,10.42.0.211,25724,10.42.0.1,53,2022-07-30T19:55:26,0
172.217.12.142-10.42.0.211-80-56912-6,boards.ancestry.com/thread.aspx?mv=flat&m=82&p=surnames.garwood,no cyber attack,10.42.0.42,45249,10.42.0.1,53,2022-07-30T19:53:25,0
10.42.0.211-74.6.105.9-34986-443-6,boards.ancestry.com/thread.aspx?mv=flat&m=9&p=surnames.raburn,no cyber attack,10.42.0.151,38820,119.146.74.33,443,2022-07-30T19:21:41,0
10.42.0.211-52.84.134.157-46423-443-6,boards.ancestry.com/thread.aspx?mv=flat&m=912&p=localities.northam.canada.quebec.lanaudiere.general,no cyber attack,54.230.36.192,80,10.42.0.211,45767,2022-07-30T18:34:54,0
10.42.0.151-10.42.0.1-4747-53-17,boards.ancestry.com/thread.aspx?mv=flat&m=927&p=surnames.pryor,no cyber attack,10.42.0.151,43535,103.7.30.118,80,2022-07-30T18:16:30,0
172.217.12.174-10.42.0.151-443-47285-6,boards.ancestry.com/thread.aspx?mv=flat&m=992&p=surnames.boucher,no cyber attack,10.42.0.151,46733,54.239.17.112,443,2022-07-30T18:07:07,0
175.100.207.231-10.42.0.42-80-58395-6,boards.ancestry.com/thread.aspx?mv=tree&m=13282&p=localities.britisles.england.dev.general,no cyber attack,10.42.0.211,37856,106.11.92.14,443,2022-07-30T18:06:17,0
10.42.0.211-115.239.210.141-55333-80-6,boards.ancestry.com/topics.adoption.usa.adopttx/144.1.2.1/mb.ashx,no cyber attack,10.42.0.211,3282,10.42.0.1,53,2022-07-30T17:45:01,0
10.42.0.211-23.194.140.226-43297-80-6,boards.ancestry.com/topics.cemetery.canada.quebec/46/mb.ashx,no cyber attack,104.192.110.245,443,10.42.0.211,38564,2022-07-30T16:29:17,0
10.42.0.211-77.234.42.92-40817-443-6,boards.ancestry.com/topics.ethnic.afam.sc/41.3/mb.ashx,no cyber attack,10.42.0.42,42730,72.21.206.135,443,2022-07-30T16:10:37,0
10.42.0.1-10.42.0.42-53-40686-17,boards.ancestry.com/topics.ethnic.natam.intertribal.mi/402.426/mb.ashx,no cyber attack,10.42.0.211,54633,172.217.10.227,443,2022-07-30T14:54:45,0
173.222.150.38-10.42.0.151-443-40529-6,boards.ancestry.com/topics.ethnic.natam.nations.metis.metisgen/231.224.1.3.1.1.1.6/mb.ashx,no cyber attack,10.42.0.211,63839,10.42.0.1,53,2022-07-30T14:19:56,0
172.217.6.234-10.42.0.151-443-41927-6,boards.ancestry.com/topics.ethnic.natam.nations.metis.metisgen/231.224.1.3/mb.ashx,no cyber attack,10.42.0.211,59653,150.138.170.22,443,2022-07-30T14:05:54,0
172.217.6.234-10.42.0.151-443-40111-6,boards.ancestry.com/topics.obits/53246/mb.ashx,no cyber attack,10.42.0.211,41864,192.33.31.104,443,2022-07-30T14:02:18,0
157.240.2.20-10.42.0.211-443-59279-6,boards.ancestry.myfamily.com/surnames.archambault/105.4/mb.ashx,no cyber attack,10.42.0.151,60809,172.217.10.14,443,2022-07-30T13:35:20,0
172.217.6.234-10.42.0.211-443-45443-6,boards.ancestry.myfamily.com/surnames.audet/1.15.96/mb.ashx,no cyber attack,10.42.0.211,45114,23.21.95.195,443,2022-07-30T12:57:48,0
209.10.120.26-10.42.0.211-80-44485-6,boards.ancestry.myfamily.com/surnames.beamon/38.1.1/mb.ashx,no cyber attack,10.42.0.211,37044,172.217.10.238,443,2022-07-30T12:54:44,0
10.42.0.151-10.42.0.1-12355-53-17,boards.ancestry.myfamily.com/surnames.beaudin/145/mb.ashx,no cyber attack,172.217.9.225,443,10.42.0.151,36007,2022-07-30T12:53:39,0
192.229.173.173-10.42.0.151-80-46606-6,boards.ancestry.myfamily.com/surnames.crockett/907.1/mb.ashx,no cyber attack,10.42.0.211,48112,23.194.140.226,80,2022-07-30T06:59:41,0
192.229.173.173-10.42.0.151-80-44122-6,boards.ancestry.myfamily.com/surnames.hays/17.29.92/mb.ashx,no cyber attack,10.42.0.211,58803,10.42.0.1,53,2022-07-30T03:22:57,0
183.79.248.124-10.42.0.151-443-54516-6,boards.ancestry.myfamily.com/surnames.kelsey/561.1/mb.ashx,no cyber attack,10.42.0.211,53607,77.234.44.42,80,2022-07-30T03:03:43,0
172.217.10.138-10.42.0.211-443-44415-6,boards.ancestry.myfamily.com/surnames.verrett/24.1/mb.ashx,no cyber attack,10.42.0.151,58775,172.217.9.238,443,2022-07-30T02:11:57,0
172.217.10.106-10.42.0.151-443-44490-6,boards.ancestry.myfamily.com/thread.aspx?mv=flat&m=1434&p=localities.northam.mexico.chihuahua,no cyber attack,107.21.247.249,443,10.42.0.211,54890,2022-07-30T01:01:43,0
172.217.12.200-10.42.0.211-443-56082-6,boards.ancestry.myfamily.com/thread.aspx?mv=flat&m=155&p=surnames.archambault,no cyber attack,10.42.0.211,50488,203.130.53.126,80,2022-07-30T00:57:57,0
172.217.3.110-10.42.0.211-443-38515-6,boards.ancestry.myfamily.com/thread.aspx?mv=flat&m=160&p=surnames.canada,no cyber attack,10.42.0.211,52875,52.84.26.183,443,2022-07-30T00:34:52,0
172.217.6.234-10.42.0.42-443-58262-6,boards.ancestry.myfamily.com/thread.aspx?mv=flat&m=2851&p=surnames.coleman,no cyber attack,10.42.0.151,41106,192.229.173.136,443,2022-07-30T00:19:17,0
172.217.6.202-10.42.0.211-443-50966-6,boards.ancestry.myfamily.com/thread.aspx?mv=flat&m=34&p=surnames.dollar,no cyber attack,10.42.0.211,62730,10.42.0.1,53,2022-07-29T23:07:13,0
8.39.37.71-10.42.0.151-443-50137-6,boards.ancestry.myfamily.com/thread.aspx?mv=flat&m=962&p=surnames.tilley,no cyber attack,180.76.152.13,80,10.42.0.151,51364,2022-07-29T22:31:44,0
172.217.6.195-10.42.0.42-443-40395-6,boards.ancestry.myfamily.com/thread.aspx?o=0&m=9.10.19.24.27.1&p=surnames.geoffroy,no cyber attack,10.42.0.211,36066,23.203.49.224,443,2022-07-29T22:25:29,0
172.217.11.46-10.42.0.151-443-35296-6,boards.ancestry.netscape.com/localities.northam.usa.states.alabama.counties.autauga/50.524.531.2/mb.ashx,no cyber attack,10.42.0.211,35056,106.11.95.2,443,2022-07-29T20:04:03,0
10.42.0.42-40.117.145.132-51870-443-6,boards.ancestry.netscape.com/localities.northam.usa.states.missouri.counties.hickory/178.1.1.1.1/mb.ashx,no cyber attack,203.205.147.229,80,10.42.0.211,57576,2022-07-29T20:02:19,0
10.42.0.151-104.192.110.245-32861-443-6,boards.ancestry.netscape.com/surnames.april/6.189.1.3.1/mb.ashx,no cyber attack,10.42.0.151,46304,31.13.71.36,443,2022-07-29T19:22:26,0
174.35.73.78-10.42.0.211-80-57910-6,boards.ancestry.netscape.com/surnames.archambault/105.1/mb.ashx,no cyber attack,10.42.0.211,28962,10.42.0.1,53,2022-07-29T18:30:25,0
10.42.0.151-64.71.142.95-54486-80-6,boards.ancestry.netscape.com/surnames.beamon/9/mb.ashx,no cyber attack,10.42.0.211,45597,192.229.173.136,443,2022-07-29T18:10:58,0
10.42.0.211-112.80.248.187-50806-80-6,boards.ancestry.netscape.com/surnames.blais/1/mb.ashx,no cyber attack,10.42.0.42,50201,174.35.73.108,80,2022-07-29T17:53:47,0
172.217.10.131-10.42.0.151-443-39293-6,boards.ancestry.netscape.com/surnames.chavers/57/mb.ashx,no cyber attack,10.42.0.42,2674,10.42.0.1,53,2022-07-29T17:45:13,0
10.42.0.42-64.71.142.95-33731-80-6,boards.ancestry.netscape.com/surnames.corcoran/637/mb.ashx?pnt=1,no cyber attack,10.42.0.211,13874,10.42.0.1,53,2022-07-29T17:43:52,0
172.217.6.238-10.42.0.151-443-36025-6,boards.ancestry.netscape.com/surnames.demaris/48/mb.ashx,no cyber attack,10.42.0.211,56143,172.217.10.1,443,2022-07-29T17:39:33,0
206.126.112.141-10.42.0.151-443-49513-6,boards.ancestry.netscape.com/surnames.desjardins/1.2.38/mb.ashx,no cyber attack,10.42.0.42,52703,172.217.10.78,443,2022-07-29T17:35:27,0
172.217.12.174-10.42.0.151-443-59175-6,boards.ancestry.netscape.com/surnames.dolson/105.3/mb.ashx,no cyber attack,10.42.0.211,55909,172.217.12.161,443,2022-07-29T17:34:31,0
157.55.130.167-10.42.0.151-40019-41482-6,boards.ancestry.netscape.com/surnames.duquette/113/mb.ashx?pnt=1,no cyber attack,10.42.0.42,40626,52.71.92.11,443,2022-07-29T17:32:54,0
172.217.12.206-10.42.0.151-443-51302-17,boards.ancestry.netscape.com/surnames.gabler/4/mb.ashx,no cyber attack,10.42.0.151,42398,172.217.10.78,443,2022-07-29T17:20:40,0
10.42.0.211-10.42.0.1-11405-53-17,boards.ancestry.netscape.com/surnames.girard/550/mb.ashx,no cyber attack,10.42.0.211,36133,172.217.6.202,443,2022-07-29T17:03:56,0
10.42.0.211-10.42.0.1-25287-53-17,boards.ancestry.netscape.com/surnames.hamel/142.201.327.328.329.331.332/mb.ashx,no cyber attack,172.217.10.33,443,10.42.0.211,44516,2022-07-29T16:59:58,0
203.205.158.52-10.42.0.211-80-40321-6,boards.ancestry.netscape.com/surnames.jodoin/5.10.27.31/mb.ashx,no cyber attack,10.42.0.211,60115,74.6.105.13,443,2022-07-29T16:56:30,0
10.42.0.1-10.42.0.42-53-25374-17,boards.ancestry.netscape.com/surnames.kirksey/132/mb.ashx,no cyber attack,10.42.0.151,21655,10.42.0.1,53,2022-07-29T16:50:39,0
10.42.0.151-106.11.94.21-60918-443-6,boards.ancestry.netscape.com/surnames.lapoint/3.37/mb.ashx,no cyber attack,10.42.0.151,44995,59.38.112.48,443,2022-07-29T16:34:22,0
10.42.0.211-47.93.77.90-50694-80-6,boards.ancestry.netscape.com/surnames.moreno/203/mb.ashx?pnt=1,no cyber attack,10.42.0.42,41840,104.192.110.245,80,2022-07-29T14:57:59,0
206.126.112.142-10.42.0.151-443-55266-6,boards.ancestry.netscape.com/surnames.oden/219/mb.ashx,no cyber attack,66.198.24.224,80,10.42.0.211,37455,2022-07-29T14:14:25,0
216.58.217.67-10.42.0.211-443-52560-6,boards.ancestry.netscape.com/surnames.prevost/202/mb.ashx?pnt=1,no cyber attack,10.42.0.211,44062,180.76.138.25,80,2022-07-29T14:06:38,0
10.42.0.1-10.42.0.42-53-61320-17,boards.ancestry.netscape.com/surnames.spry/1.4.5.138/mb.ashx,no cyber attack,10.42.0.211,59904,31.13.80.5,443,2022-07-29T13:59:42,0
10.42.0.211-77.234.44.199-50918-80-6,boards.ancestry.netscape.com/surnames.storck/mb.ashx,no cyber attack,10.42.0.211,42353,180.149.136.194,80,2022-07-29T13:53:31,0
205.185.216.10-10.42.0.151-80-58322-6,boards.ancestry.netscape.com/surnames.throckmorton/182/mb.ashx,no cyber attack,10.42.0.211,60977,74.6.105.13,443,2022-07-29T13:44:54,0
10.42.0.211-119.146.74.33-46373-443-6,boards.ancestry.netscape.com/surnames.topley/8/mb.ashx,no cyber attack,172.217.6.225,443,10.42.0.211,38099,2022-07-29T13:27:24,0
173.194.175.102-10.42.0.42-443-37768-6,boards.ancestry.netscape.com/surnames.tumbleson/97/mb.ashx,no cyber attack,10.42.0.151,45847,10.42.0.1,53,2022-07-29T13:16:22,0
10.42.0.151-10.42.0.1-61494-53-17,boards.ancestry.netscape.com/surnames.verdi/26/mb.ashx,no cyber attack,203.130.53.126,80,10.42.0.42,33318,2022-07-29T13:13:16,0
10.42.0.211-104.192.110.245-49741-443-6,boards.ancestry.netscape.com/surnames.wilhelm/659/mb.ashx,no cyber attack,10.42.0.151,50881,10.42.0.1,53,2022-07-29T13:13:07,0
219.142.78.217-10.42.0.211-80-51970-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=1&p=surnames.arquette,no cyber attack,10.42.0.211,39652,98.139.199.204,443,2022-07-29T12:51:13,0
10.42.0.211-61.135.185.139-54819-80-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=1&p=surnames.nadon,no cyber attack,10.42.0.151,54755,203.205.179.170,80,2022-07-29T12:40:10,0
10.42.0.42-62.138.0.117-50172-80-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=1&p=surnames.sevigny,no cyber attack,10.42.0.211,45770,54.230.36.192,80,2022-07-29T04:29:46,0
192.229.173.173-10.42.0.42-80-56975-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=1&p=surnames.spry,no cyber attack,10.42.0.211,33494,157.240.18.15,443,2022-07-29T04:00:03,0
10.42.0.211-91.190.219.40-56652-12350-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=105&p=surnames.dolson,no cyber attack,10.42.0.211,38568,172.217.10.10,443,2022-07-29T03:59:04,0
10.42.0.211-106.39.169.66-44265-80-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=11&p=surnames.frink,no cyber attack,10.42.0.211,51260,174.35.73.111,80,2022-07-29T03:57:06,0
10.42.0.211-64.71.142.124-54240-80-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=12&p=surnames.lagrone,no cyber attack,10.42.0.42,60707,47.89.68.225,80,2022-07-29T03:54:22,0
172.217.6.202-10.42.0.42-443-51209-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=12&p=surnames.le-20-beau,no cyber attack,10.42.0.42,61281,10.42.0.1,53,2022-07-29T03:52:46,0
10.42.0.211-10.42.0.1-25519-53-17,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=123&p=surnames.gelinas,no cyber attack,10.42.0.211,36169,23.45.196.130,443,2022-07-29T03:50:59,0
10.42.0.211-10.42.0.1-33351-53-17,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=13&p=surnames.gooch,no cyber attack,10.42.0.42,34440,10.42.0.1,53,2022-07-29T03:47:56,0
172.217.9.234-10.42.0.151-443-37911-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=1328&p=topics.cemetery.us.ohio,no cyber attack,10.42.0.211,43923,10.42.0.1,53,2022-07-29T03:47:20,0
10.42.0.42-115.239.210.141-57180-80-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=1332&p=surnames.hyde,no cyber attack,10.42.0.42,60775,172.217.6.238,443,2022-07-29T03:34:27,0
172.217.6.234-10.42.0.211-443-57718-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=135&p=surnames.devereaux,no cyber attack,10.42.0.211,41024,54.239.17.113,443,2022-07-29T03:30:34,0
216.58.219.194-10.42.0.151-443-33116-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=15&p=surnames.sesler,no cyber attack,10.42.0.211,41465,10.42.0.1,53,2022-07-29T03:27:51,0
10.42.0.211-10.42.0.1-52775-53-17,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=16&p=surnames.frink,no cyber attack,10.42.0.211,42280,180.149.134.221,80,2022-07-29T03:26:59,0
10.42.0.42-23.217.155.120-47543-80-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=172&p=surnames.boulanger,no cyber attack,10.42.0.42,59783,169.45.248.183,5222,2022-07-29T03:26:28,0
172.217.12.202-10.42.0.211-443-55333-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=178&p=localities.northam.usa.states.missouri.counties.hickory,no cyber attack,10.42.0.211,43323,10.42.0.1,53,2022-07-29T03:24:59,0
10.42.0.151-106.11.94.21-60918-443-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=179&p=surnames.mcinnes,no cyber attack,10.42.0.211,34159,198.11.189.2,443,2022-07-29T03:24:28,0
10.42.0.211-106.39.162.36-54466-80-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=218&p=surnames.ouellette,no cyber attack,10.42.0.211,56704,64.71.142.95,443,2022-07-29T03:24:10,0
10.42.0.211-77.234.44.199-53101-80-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=2942&p=localities.northam.usa.states.massachusetts.counties.norfolk,no cyber attack,10.42.0.211,49713,198.35.26.96,80,2022-07-29T03:23:48,0
10.42.0.211-52.84.29.55-58557-443-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=299&p=surnames.fortin,no cyber attack,10.42.0.211,58851,169.55.67.247,5222,2022-07-29T03:23:25,0
10.42.0.211-10.42.0.1-28445-53-17,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=3&p=surnames.sevigny,no cyber attack,180.149.136.247,80,10.42.0.211,48643,2022-07-29T03:21:45,0
157.240.2.35-10.42.0.211-443-43717-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=318&p=surnames.auger,no cyber attack,10.42.0.42,56405,172.217.6.238,443,2022-07-29T03:20:49,0
183.3.235.80-10.42.0.211-80-34746-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=32&p=surnames.mccusker,no cyber attack,10.42.0.211,52556,198.11.188.78,443,2022-07-29T03:19:27,0
10.42.0.1-10.42.0.42-53-35214-17,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=327&p=surnames.auger,no cyber attack,10.42.0.211,45551,10.42.0.1,53,2022-07-29T03:18:23,0
172.217.12.206-10.42.0.151-443-42493-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=342&p=surnames.cupp,no cyber attack,10.42.0.151,53493,54.192.38.18,443,2022-07-29T03:18:00,0
198.11.136.24-10.42.0.211-443-55207-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=349&p=surnames.currie,no cyber attack,10.42.0.211,39374,172.217.10.227,443,2022-07-29T03:17:28,0
10.42.0.211-10.42.0.1-65280-53-17,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=353&p=surnames.houle,no cyber attack,10.42.0.211,10578,10.42.0.1,53,2022-07-29T03:16:14,0
10.42.0.211-104.254.66.16-48357-80-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=4&p=surnames.lessard,no cyber attack,10.42.0.211,60099,172.217.11.10,443,2022-07-29T03:15:29,0
10.42.0.42-104.97.80.216-50865-443-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=4151&p=localities.northam.canada.quebec.montreal.general,no cyber attack,10.42.0.42,48992,216.58.219.238,443,2022-07-29T03:14:37,0
10.42.0.211-10.42.0.1-37407-53-17,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=42&p=surnames.lacoste,no cyber attack,10.42.0.211,44623,115.239.210.141,80,2022-07-29T03:13:37,0
10.42.0.211-10.42.0.1-14089-53-17,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=4666&p=surnames.dean,no cyber attack,10.42.0.42,48949,203.205.158.63,80,2022-07-29T03:13:16,0
173.222.150.38-10.42.0.151-443-40442-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=471&p=surnames.moulton,no cyber attack,10.42.0.151,1487,10.42.0.1,53,2022-07-29T03:12:27,0
10.42.0.211-54.192.36.221-37446-443-6,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=54&p=surnames.martineau,no cyber attack,10.42.0.211,49024,103.7.30.118,80,2022-07-29T03:11:47,0
10.42.0.151-10.42.0.1-46032-53-17,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=55&p=surnames.foisy,no cyber attack,172.217.12.142,443,10.42.0.151,48118,2022-07-29T03:10:08,0
